id,Word,Part of Speech,Level,Topic_raw
500001575,curve,020000003,021000003,Appearance; Science and technology; Sport; Travel
500001576,cushion,020000003,021000003,Homes and buildings; Sport
500001577,custom,020000003,021000002,Politics and society
500001578,customer,020000003,021000002,Leisure
500001579,customs,020000003,021000003,Politics and society; Travel
500001580,cut,020000003,021000003,Appearance; Culture; Food and drink; Health
500001581,cut,020000004,021000001,Culture; Health; Science and technology
500001582,cute,020000001,021000001,Appearance
500001583,CV,020000003,021000003,People
500001584,cyberaddict,020000003,021000004,Politics and society
500001585,cybercafe/cybercafé,020000003,021000004,Communication
500001586,cybercrime,020000003,021000004,Politics and society; Science and technology
500001587,cyberpet,020000003,021000004,Politics and society
500001588,cyberschool,020000003,021000004,People; Politics and society
500001589,cyberspace,020000003,021000004,Science and technology
500001590,cycle,020000003,021000003,Science and technology; Sport; Travel
500001591,cycle,020000004,021000003,Sport
500001592,cycling,020000003,021000002,Sport
500001593,cyclist,020000003,021000004,Sport; Travel
500001594,dad,020000003,021000001,People
500001595,daddy,020000003,021000001,People
500001596,daft,020000001,021000004,Notions
500001597,daily,020000001,021000002,Time and space
500001598,daily,020000002,021000002,Time and space
500001599,daisy,020000003,021000003,The natural world
500001600,dam,020000003,021000002,Homes and buildings; The natural world
500001601,damage,020000003,021000003,Politics and society
500001602,damage,020000004,021000003,Politics and society
500001603,damaged,020000001,021000003,Notions
500001604,damn,020000001,021000004,Communication
500001605,damn,020000002,021000004,Communication
500001606,damp,020000001,021000003,The natural world
500001607,dance,020000003,021000001,Culture; Leisure
500001608,dance,020000004,021000001,Leisure
500001609,dancer,020000003,021000002,Leisure
500001610,dancing,020000003,021000001,Leisure
500001611,dandelion,020000003,021000004,The natural world
500001612,danger,020000003,021000002,Notions; Politics and society
500001613,dangerous,020000001,021000002,Notions; Politics and society
500001614,dangerously,020000002,021000003,Notions
500001615,dare,020000004,021000003,Notions; People
500001616,dark,020000001,021000001,Appearance; The natural world
500001617,darkness,020000003,021000003,Appearance
500001618,darling,020000001,021000004,People
500001619,darling,020000003,021000004,People
500001620,dash,020000003,021000004,Communication; Sport
500001621,dash,020000004,021000004,Communication; Sport
500001622,data,020000003,021000004,Science and technology
500001623,database,020000003,021000004,Science and technology
500001624,date,020000003,021000001,Food and drink; People; Time and space
500001625,date,020000004,021000003,People
500001626,dated,020000001,021000004,Appearance
500001627,dating,020000003,021000003,People
500001628,daughter,020000003,021000001,People
500001629,daughter-in-law,020000003,021000004,People
500001630,dawn,020000003,021000004,Time and space
500001631,day,020000003,021000001,Time and space
500001632,daylight,020000003,021000002,Time and space
500001633,daytime,020000003,021000004,Time and space
500001634,daze,020000003,021000003,Communication
500001635,dazzle,020000003,021000003,Appearance
500001636,de facto,020000001,021000004,Notions
500001637,dead,020000001,021000002,People
500001638,deadline,020000003,021000003,People
500001639,deadly,020000001,021000003,Notions
500001640,deaf,020000001,021000003,Health
500001641,deal,020000003,021000002,Functions; Politics and society
500001642,deal,020000004,021000003,Leisure; Politics and society
500001643,dealer,020000003,021000003,Leisure; Politics and society; Travel
500001644,dear,020000001,021000001,People
500001645,dear,020000003,021000004,People
500001646,dearly,020000002,021000004,Health
500001647,death,020000003,021000002,People
500001648,debate,020000003,021000002,Functions; Politics and society
500001649,debit,020000003,021000004,Travel
500001650,debit,020000004,021000004,Work and business
500001651,debit card,020000003,021000004,Leisure
500001652,debris,020000003,021000003,Homes and buildings
500001653,debt,020000003,021000003,Leisure
500001654,decade,020000003,021000004,Time and space
500001655,decay,020000004,021000004,Homes and buildings
500001656,deceive,020000004,021000004,People; Politics and society
500001657,December,020000003,021000001,Time and space
500001658,decent,020000001,021000004,People
500001659,deceptive,020000001,021000004,Notions
500001660,decide,020000004,021000002,Functions
500001661,decision,020000003,021000003,Functions
500001662,decisive,020000001,021000004,Functions
500001663,deck,020000003,021000004,Culture; Homes and buildings; Science and technology; Travel
500001664,declaration,020000003,021000003,Politics and society
500001665,declare,020000004,021000003,Sport
500001666,decline,020000003,021000003,Notions
500001667,decline,020000004,021000004,Communication; Notions
500001668,decomposition,020000003,021000004,People
500001669,decorate,020000004,021000004,Culture; Homes and buildings
500001670,decoration,020000003,021000004,Homes and buildings; Politics and society
500001671,decorative,020000001,021000004,Culture
500001672,decrease,020000003,021000003,Notions
500001673,decrease,020000004,021000003,Notions
500001674,dedicate,020000004,021000003,Homes and buildings
500001675,dedication,020000003,021000004,Work and business
500001676,deduce,020000004,021000004,Functions; Science and technology
500001677,deduction,020000003,021000004,Science and technology
500001678,deed,020000003,021000003,Homes and buildings; Politics and society
500001679,deem,020000004,021000004,Functions
500001680,deep,020000001,021000004,Appearance; Functions
500001681,deep,020000002,021000002,Appearance; Functions
500001682,deeply,020000002,021000002,Appearance
500001683,deer,020000003,021000004,Animals
500001684,defeat,020000003,021000004,Notions; Politics and society; Sport
500001685,defeat,020000004,021000003,Notions; Politics and society; Sport
500001686,defend,020000004,021000003,Functions; Politics and society; Sport
500001687,defender,020000003,021000003,Sport
500001688,defense/defence,020000003,021000003,Functions; Politics and society; Sport
500001689,deficiency,020000003,021000003,Notions
500001690,deficit,020000003,021000004,Work and business
500001691,define,020000004,021000003,Animals
500001692,definite,020000001,021000003,Functions
500001693,definite article,020000003,021000003,Communication
500001694,definitely,020000002,021000003,Functions
500001695,definition,020000003,021000003,People
500001696,deforestation,020000003,021000004,The natural world
500001697,defy,020000004,021000004,Functions
500001698,degree,020000003,021000002,People; Science and technology
500001699,dehumanize/dehumanise,020000004,021000004,Sport
500001700,delay,020000003,021000002,Travel
500001701,delay,020000004,021000003,Politics and society
500001702,delegate,020000003,021000004,Functions
500001703,delete,020000004,021000003,Communication; Science and technology
500001704,deliberate,020000001,021000004,Functions
500001705,deliberately,020000002,021000004,Notions
500001706,delicacy,020000003,021000004,Food and drink
500001707,delicate,020000001,021000003,Health
500001708,delicately,020000002,021000004,Health
500001709,delicious,020000001,021000001,Food and drink
500001710,delight,020000003,021000003,Notions
500001711,delight,020000004,021000004,Notions
500001712,delighted,020000001,021000003,People
500001713,delightful,020000001,021000003,Notions
500001714,deliver,020000004,021000003,Leisure; People
500001715,delivery,020000003,021000003,Leisure; People; Sport
500001716,demand,020000003,021000003,Work and business
500001717,demand,020000004,021000003,Work and business
500001718,demanding,020000001,021000004,Work and business
500001719,democracy,020000003,021000003,Politics and society
500001720,democratic,020000001,021000003,Politics and society
500001721,demolish,020000004,021000004,Homes and buildings; People; Science and technology
500001722,demonstrate,020000004,021000003,Politics and society
500001723,demonstration,020000003,021000003,Politics and society
500001724,denim,020000003,021000004,Appearance
500001725,dense,020000001,021000004,Appearance
